Location	American-Samoa	-14.270972	-170.132217
Location	Angola	-11.202692	17.873886
Location	Anguilla	18.220554	-63.068615
Location	Antigua	17.0747	-61.8175
Location	Argentina	-38.416096	-63.616673
Location	Australia	-27	133
Location	Bahamas	25.025885	-78.035889
Location	Bangladesh	23.685	90.3563
Location	Barbados	13.193887	-59.543198
Location	Belize	17.1899	-88.4976
Location	Benin	9.3077	2.3158
Location	Bhutan	27.4354979	90.48083922
Location	Bolivia	-16.2902	-63.5887
Location	Borneo	0.9619	114.5548
Location	Brazil	-14.235	-51.9253
Location	British-Virgin-Islands	18.4207	-64.64
Location	Brunei	4.5353	114.7277
Location	Burkina-Faso	12.2383	-1.5616
Location	California	36.48877316	-119.1572535
Location	Cambodia	12.5657	104.991
Location	Cameroon	7.3697	12.3547
Location	Chad	15.4542	18.7322
Location	China	35.8617	104.1954
Location	Colombia	4.5709	-74.2973
Location	Comoros	-11.6455	43.3333
Location	Cook-Islands	-21.2367	-159.7777
Location	Costa-Rica	9.917715187	-83.82586964
Location	Cuba	21.5218	-77.7812
Location	Democratic-Republic-of-Congo	-4.0383	21.7587
Location	Djibouti	11.5721	43.1456
Location	Dominica	15.415	-61.371
Location	Dominican-Republic	18.7357	-70.1627
Location	Easter-Island	-27.1127	-109.3497
Location	Ecuador	-1.8312	-78.1834
Location	El-Salvador	13.7942	-88.8965
Location	Eritrea	15.1794	39.7823
Location	Ethiopia	9.145	40.4897
Location	Fiji	-17.7134	178.065
Location	Florida(USA)	25.76229455	-80.19581515
Location	France	46.2276	2.2137
Location	French-Guiana	3.9339	-53.1258
Location	French-Polynesia	-17.6797	-149.4068
Location	Gabon	-0.8037	11.6094
Location	Gambia	13.4432	-15.3101
Location	Germany	51.1657	10.4515
Location	Ghana	7.9465	-1.0232
Location	Grenada	12.1165	-61.679
Location	Guadeloupe	16.265	-61.551
Location	Guam	13.4443	144.7937
Location	Guatemala	15.7835	-90.2308
Location	Guinea	9.9456	-9.6966
Location	Guinea-Bissau	11.8037	-15.1804
Location	Guyana	4.8604	-58.9302
Location	Haiti	18.9712	-72.2852
Location	Hawaii(USA)	19.8968	-155.5828
Location	Honduras	15.2	-86.2419
Location	India	20.5937	78.9629
Location	Indonesia	-0.7893	113.9213
Location	Israel	31.0461	34.8516
Location	Italy	41.8719	12.5674
Location	Ivory-Coast	7.54	-5.5471
Location	Jamaica	18.1096	-77.2975
Location	Japan	36.2048	138.2529
Location	Kenya	-0.0236	37.9062
Location	Kiribati	1.850679761	-157.377676
Location	Laos	19.8563	102.4955
Location	Malaysia	4.2105	101.9758
Location	Maldives	-0.638482848	73.09976726
Location	Martinique	14.6415	-61.0242
Location	Mauritania	21.0079	-10.9408
Location	Mexico	23.6345	-102.5528
Location	Micronesia	7.4256	150.5508
Location	Mozambique	-18.6657	35.5296
Location	Myanmar	21.9162	95.956
Location	Nauru	-0.5228	166.9315
Location	Nepal	28.3949	84.124
Location	New-Caledonia	-20.9043	165.618
Location	Nicaragua	12.8654	-85.2072
Location	Niger	17.21013651	9.359225351
Location	Nigeria	9.082	8.6753
Location	Niue	-19.04271208	-169.8672
Location	Pakistan	30.3753	69.3451
Location	Palau	7.52315716	134.5826384
Location	Panama	8.538	-80.7821
Location	Papua-New-Guinea	-5.0122	141.347
Location	Paraguay	-23.4425	-58.4438
Location	Peru	-9.19	-75.0152
Location	Philippines	12.8797	121.774
Location	Puerto-Rico	18.2208	-66.5901
Location	Republic-of-the-Congo	-0.228	15.8277
Location	Reunion	-21.1151	55.5364
Location	Saint-Barthelemy	17.9	-62.8333
Location	Saint-Croix	17.7246	-64.8348
Location	Saint-John	18.3368	-64.7281
Location	Saint-Kitts-and-Nevis	17.3578	-62.783
Location	Saint-Martin	18.06329396	-63.0574385
Location	Saint-Lucia	13.9094	-60.9789
Location	Saint-Thomas	18.3381	-64.8941
Location	Samoa	-13.759	-172.1046
Location	Saudi-Arabia	23.8859	45.0792
Location	Senegal	14.4974	-14.4524
Location	Seychelles	-4.6796	55.492
Location	Singapore	1.3521	103.8198
Location	Somalia	5.1521	46.1996
Location	South-Korea	35.9078	127.7669
Location	Sri-Lanka	7.8731	80.7718
Location	Suriname	3.9193	-56.0278
Location	Taiwan	23.6978	120.9605
Location	Tanzania	-6.369	34.8888
Location	Texas(USA)	26.2221152	-97.56711223
Location	Thailand	15.87	100.9925
Location	Timor-Leste	-8.8742	125.7275
Location	Tonga	-21.179	-175.1982
Location	Trinidad-and-Tobago	10.6918	-61.2225
Location	Uganda	1.3733	32.2903
Location	USA	37.0902	-95.7129
Location	Venezuela	6.4238	-66.5897
Location	Vietnam	14.0583	108.2772
Location	Wallis-and-Futuna	-14.2938	-178.1165
Location	Niger	17.6	7.55
Location	Egypt	26.835	29.35
Location	Bhutan	27.52	90.44
Location	Mayotte	12.8275	45.1662
Location	Switzerland	46.8182	8.2275
Location	UAE	23.4241	53.8478
Location	Saint-Vincent-Grenadines	12.9843	-61.2872
